CountryName,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,uni,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. Peopleâ€™s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,,,9.545454545,,7.142857143,3.747161241,0,27.62645914,6.315789474,,5.263157895,15.54054054,26.2295082,12,,12.66666667,7.228915663,9.009009009,9.090909091,10.83333333,,15,,,3.448275862,,,6.627680312,10.71428571,,2,8.510638298,3.529411765,20.59800664,11.48243359,21,,7.5,,8,5.555555556,,,11.65644172,0,11.11111111,15.78947368,11.57024793,22.75042445,,,5.357142857,15,26.19047619,,9.375,32.96089385,11.66666667,3.157894737,,8.331444117,,6.270305393,14.5112782,3.658536585,1.982378855,16.86884871,20.95238095,24.71264368,10.89108911,2.048417132,17.01488051,,33.5,4.285714286,10.91854419,,0,8.333333333,18.20940819,6.926406926,9,,7.01754386,2.040816327,10,8.75,6.333333333,20,,12.5,,,15.80996885,,,8.939566705,7.874015748,3.614457831,11.39896373,9.285892427,8.707013693,7.72695285,,11.4,8.110918544,,7.155963303,,12.04819277,4.887218045,6.4,25.3968254,7.5,11.11111111,11.66666667,0,4.6,13.43283582,2.97029703,1.428571429,5.833333333,0,13.33333333,3.010033445,0,13.66574331,,2.34375,,,11.76470588,13.13213703,8.442622951,10.35846724,4,5.333333333,7.489597781,9.46642812,4.615384615,,17.51824818,20,9,,,0.615384615,5.555555556,4.807692308,3.731343284,6.25,4,14.2,,9.225215589,3.333333333,12.24489796,5.797101449,,3.919860627,,7.894736842,,25.2,1.265822785,7.575757576,5.649717514,7.8125,15.35326087,22.22222222,,1.204819277,,10.75268817,31.33333333,36.36363636,3.414634146,,29.16666667,16.00236197,,8.917197452,2.304147465,9.722222222,10.83333333,11.05990783,0,1.834862385,13.04347826,,,20.08733624,13.04347826,2.5,,2.586206897,16.88591762,,,7.288629738,10.22222222,17.14285714,5.755813953,,5.25,11.66666667,4.761904762,,,15.47619048,11.66666667,,,10.13857218,,10.20689655,8.665338645,7.272727273,15.68627451,14.66666667,7.777777778,40.40114613,3.125,,27.27272727,9.6,,2.4,,7.185628743,1.234567901,5.597964377,2.762430939,18,11.25455147,,3.919860627,0,5.755813953,10.20689655,11.11111111,6.748466258,2.363636364,8.333333333,17.45454545,18.11594203,3.777777778,,7.070707071,11.72413793,6,9.523809524,5.911330049,,,26.22222222,,11.69217106,4.081632653,,,25,9.677419355,14.66666667
1998,,,15.45454545,,7.142857143,3.457446809,0,27.62645914,6.315789474,,5.263157895,15.54054054,26.2295082,12,11.86440678,12.66666667,7.228915663,8.108108108,9.090909091,10.83333333,,15,,,3.448275862,,,6.627680312,10.71428571,,2,8.510638298,3.529411765,20.59800664,10.96829477,21,,10.83333333,21.81940248,8,5.555555556,,12,,0,11.11111111,19.29824561,12.02346041,27.62063228,,,5.357142857,15,26.19047619,0,9.375,37.4301676,16.10738255,3.157894737,17.59670782,8.843106181,16.04683196,6.77496038,15.15962721,17.3553719,1.982378855,17.02906844,20.95238095,24.71264368,10.89108911,2.048417132,17.05997294,,33.5,4.285714286,10.91854419,,0,8.333333333,18.20940819,6.926406926,9,,8.771929825,2.040816327,10,8.75,6.333333333,20,,12.5,,,15.89738607,,9.375,9.340300457,7.874015748,3.614457831,8.29015544,12.67576076,10.94286747,7.778771235,,11.4,8.08411215,,8.103130755,,12.04819277,4.887218045,6.4,25.3968254,7.5,11.11111111,13.55932203,0,4.6,13.43283582,3.603603604,1.428571429,5.833333333,0,13.33333333,3.678929766,0,16.07142857,21.21212121,2.34375,,,11.76470588,15.35487434,8.589411329,9.953810624,4,5.333333333,8.30760595,11.747851,3.75,14.17306277,17.51824818,20,9,,,0.615384615,22.22222222,,,6.25,3.604216253,17.4,,12.18780087,3.333333333,12.24489796,5.797101449,,3.493613824,,7.894736842,,25.2,3.797468354,7.575757576,5.649717514,7.8125,15.35326087,22.22222222,,1.204819277,,10.75268817,36,36.36363636,3.414634146,0,29.16666667,16.32326465,,8.43373494,2.304147465,9.722222222,10.83333333,12.44239631,0,1.834862385,13.04347826,,,20.08733624,13.04347826,,,2.090592334,17.94929833,,,7.288629738,10.22222222,17.14285714,6.05355064,,5.25,12.14285714,4.761904762,2.040816327,,16.66666667,13.33333333,,,10.88376891,,10.91954023,8.152686145,7.272727273,15.68627451,14.66666667,7.777777778,40.40114613,3.125,,23.52941176,9.6,,2.4,17.17078569,7.701215981,1.234567901,5.597964377,2.762430939,18,12.90650407,,3.493613824,0,6.05355064,10.91954023,11.11111111,7.36196319,2.363636364,,17.45454545,18.11594203,,14.81340803,7.070707071,11.72413793,6,,5.911330049,,,26.22222222,,13.07082223,4.081632653,,0.664451827,28.75,10.25641026,14.66666667
1999,,,15.45454545,5.161290323,7.142857143,3.616775683,0,,3.053435115,,,22.44897959,,12,5.982905983,23.33333333,6.024096386,8.108108108,9.090909091,10.83333333,,15,,,6.896551724,,11.53846154,5.653021442,10.71428571,,2,,7.339449541,20.59800664,11.48243359,22.5,,10.83333333,21.81940248,8,5.555555556,,12,11.80124224,,11.11111111,19.29824561,12.91139241,27.62063228,,,5.357142857,15,30.94170404,0,9.375,37.4301676,16.10738255,3.157894737,18.59778598,8.808977917,16.84560714,,16.05557297,17.3553719,1.982378855,18.28188562,14.66666667,21.55172414,17.82178218,2.025782689,17.99473929,,37,11.26760563,10.91854419,,0,8.333333333,18.36115326,,9,,8.771929825,2.040816327,,5,6.333333333,,,7.079646018,,18.46153846,16.87431476,,9.375,9.119345525,7.874015748,3.614457831,8.29015544,12.58756729,11.02540166,,,,7.962328767,,8.440366972,,12.04819277,4.887218045,6.4,34.92063492,11.66666667,11.11111111,13.33333333,0,4.6,10.81081081,3.571428571,1.428571429,8.196721311,4.87804878,13.33333333,3.678929766,0,14.58272328,21.21212121,2.34375,,,11.11111111,14.33519851,8.231644261,,4,4.888888889,8.744577007,11.86290442,3.797468354,14.7490686,17.51824818,16.66666667,17,,,0.615384615,22.22222222,8.910891089,8,,4.173678896,18.2,,12.36721391,7.5,12.24489796,9.230769231,,3.879149571,,7.894736842,,,3.797468354,7.575757576,8.29015544,,16.30434783,22.22222222,,,,9.677419355,36,36.36363636,5.853658537,0,29.16666667,17.27837946,,9.744408946,,,10.83333333,12.44239631,0,1.834862385,13.04347826,,,20.08733624,18.69565217,2.5,,4.658385093,18.23885526,,,7.288629738,,17.14285714,7.010309278,,,12.14285714,4.301075269,2.040816327,8.75,16.66666667,13.33333333,,,,,,9.547993906,9.090909091,15.68627451,12.66666667,7.777777778,42.69340974,3.076923077,,23.52941176,10.4,,2.4,18.25047199,,,5.597964377,2.762430939,,11.77042802,,3.879149571,,7.010309278,,11.11111111,11.53846154,4.181818182,0,16.36363636,17.92114695,7.777777778,15.27415144,12.12121212,13.33333333,,4.761904762,12.13592233,,,26,0,13.52010547,8.163265306,,0.664451827,30,10.12658228,14
2000,,,15.45454545,5.161290323,7.142857143,3.770681031,0,26.45914397,3.053435115,,5.263157895,22.97297297,26.77595628,,14.40677966,23.33333333,6.024096386,8.108108108,9.090909091,10.83333333,,15,,,6.896551724,,11.53846154,5.653021442,10.71428571,,9.333333333,17.0212766,7.339449541,,12.96008294,23,,10.83333333,21.78284182,,5.555555556,,12,11.80124224,,11.11111111,19.29824561,13.22580645,27.62063228,,,7.142857143,15,30.94170404,0,,37.4301676,16.10738255,3.421052632,17.32283465,9.673024523,16.35759756,7.302790217,16.56228253,14.63414634,1.982378855,19.3314633,14.66666667,28.28571429,17.82178218,7.692307692,19.57392279,,36.5,,10.91854419,,0,9.166666667,18.36115326,7.234042553,,,8.771929825,2.040816327,7.843137255,5,8.666666667,26.66666667,,8.849557522,,18.46153846,,,9.375,,20.52980132,,8.29015544,12.70285395,11.43377375,,,8,9.632378932,,9.007352941,,12.04819277,3.448275862,7.6,34.92063492,12.5,11.11111111,13.33333333,0,7.291666667,10.38961039,3.571428571,2.325581395,7.37704918,4.87804878,13.33333333,5.860805861,0,15.63966218,21.21212121,2.34375,7.8125,,11.11111111,15.15742547,9.915070117,12.2057753,4,,8.292131657,12.07740624,3.797468354,14.75821417,10.63829787,16.66666667,17,,,0.615384615,22.22222222,7.920792079,8,6,4.207011686,16,3.03030303,12.04723062,6.666666667,12.24489796,9.230769231,,3.881700555,,10.52631579,,30,3.797468354,5.714285714,9.32642487,10.3626943,,25,,1.204819277,3.418803419,9.677419355,36,36.36363636,5.853658537,,30.83333333,18.0409042,,10.65292096,,9.85915493,,11.26126126,0,1.834862385,13.04347826,10.0074129,,20.08733624,17.39130435,2.5,,,19.41747573,,,,7.709750567,25.71428571,8.444096951,,,12.14285714,4.301075269,2.040816327,8.75,9.523809524,13.33333333,,,11.58625731,,11.58536585,9.898107715,9.090909091,,14,,42.69340974,3.076923077,,23.52941176,10.4,,2.4,16.92165899,8.622652248,4.938271605,4.812834225,15,26,12.6369863,,3.881700555,0,8.444096951,11.58536585,,11.53846154,4.181818182,0,,17.79359431,7.777777778,14.59050899,12.12121212,,7.2,4.761904762,,,,26,0,13.90443953,8.163265306,,0.664451827,29.8245614,10.12658228,9.333333333
